Year,Player_Name,Matches_Batted,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Best_Bowling_Match,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Four_Wicket_Hauls,Five_Wicket_Hauls
2019,Jos Buttler,8,0,311,89,38.87,205,151.7,0,3,38,14,8,0,8,0,0,0,0,0,0,0,0,0
2018,Jos Buttler,13,3,548,95*,54.8,353,155.24,0,5,52,21,9,1,13,0,0,0,0,0,0,0,0,0
2017,Jos Buttler,10,0,272,77,27.2,177,153.67,0,1,27,15,1,0,10,0,0,0,0,0,0,0,0,0
2016,Jos Buttler,14,3,255,41,23.18,184,138.58,0,0,23,11,7,0,14,0,0,0,0,0,0,0,0,0
2024,Shimron Hetmyer,1,0,5,5,5,7,71.43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,Shimron Hetmyer,14,5,300,56*,37.5,197,152.28,0,1,12,23,11,0,14,0,0,0,0,0,0,0,0,0
2022,Shimron Hetmyer,15,8,314,59*,44.86,204,153.92,0,1,21,21,3,0,15,0,0,0,0,0,0,0,0,0
2021,Shimron Hetmyer,14,6,242,53*,34.57,144,168.05,0,1,19,12,4,0,14,0,0,0,0,0,0,0,0,0
2020,Shimron Hetmyer,12,3,185,45,23.12,125,148,0,0,11,12,7,0,12,0,0,0,0,0,0,0,0,0
2019,Shimron Hetmyer,5,0,90,75,18,73,123.28,0,1,4,7,3,0,5,0,0,0,0,0,0,0,0,0
2024,Yashasvi Jaiswal,1,0,24,24,24,12,200,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
2023,Yashasvi Jaiswal,14,1,625,124,48.08,382,163.61,1,5,82,26,8,0,14,0,0,0,0,0,0,0,0,0
2022,Yashasvi Jaiswal,10,0,258,68,25.8,194,132.99,0,2,28,10,2,0,10,1,6,0,0/6,0,36.00,0,0,0
2021,Yashasvi Jaiswal,10,0,249,50,24.9,168,148.21,0,1,32,10,3,0,10,0,0,0,0,0,0,0,0,0
2020,Yashasvi Jaiswal,3,0,40,34,13.33,44,90.9,0,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0
2024,Dhruv Jurel,1,1,20,20*,0,12,166.67,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0
2023,Dhruv Jurel,13,4,152,34*,21.71,88,172.73,0,0,11,9,1,0,13,0,0,0,0,0,0,0,0,0
2024,Riyan Parag,1,0,43,43,43,29,148.28,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0
2023,Riyan Parag,7,1,78,20,13,66,118.18,0,0,4,5,1,0,7,0,0,0,0,0,0,0,0,0
2022,Riyan Parag,17,3,183,56*,16.64,132,138.64,0,1,11,10,17,0,17,24,59,1,1/12,59.00,14.75,24.00,0,0
2021,Riyan Parag,11,2,93,25,11.62,83,112.04,0,0,6,4,6,0,11,37,73,1,1/7,73.00,11.83,37.00,0,0
2020,Riyan Parag,12,1,86,42*,12.28,77,111.68,0,0,6,3,1,0,12,12,27,0,0/13,0,13.50,0,0,0
2019,Riyan Parag,7,0,160,50,32,126,126.98,0,1,17,5,5,0,7,84,121,2,1/10,60.50,8.64,42.00,0,0
No stats,Kunal Rathore,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
No stats,Donovan Ferreira,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2023,Rovman Powell,3,0,7,4,2.33,9,77.78,0,0,1,0,0,0,3,12,18,1,1/18,18.00,9,12.00,0,0
2022,Rovman Powell,14,2,250,67*,25,167,149.7,0,1,10,22,10,0,14,6,17,0,0/17,0,17,0,0,0
No stats,Shubham Dubey,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
No stats,Tom Kohler-Cadmore,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024,Ravichandran Ashwin,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,35,1,1/35,35,8.75,24,0,0
2023,Ravichandran Ashwin,13,4,67,30,11.17,51,131.37,0,0,5,3,1,0,13,294,368,14,2/23,26.29,7.51,21,0,0
2022,Ravichandran Ashwin,17,5,191,50,27.29,135,141.48,0,1,14,9,5,0,17,402,503,12,3/17,41.92,7.51,33.5,0,0
2021,Ravichandran Ashwin,13,2,44,20*,14.66,42,104.76,0,0,2,1,3,0,13,268,331,7,2/27,47.28,7.41,38.28,0,0
2020,Ravichandran Ashwin,15,3,37,14*,12.33,34,108.82,0,0,3,1,2,0,15,306,391,13,3/29,30.07,7.66,23.53,0,0
2019,Ravichandran Ashwin,14,1,42,17*,8.40,28,150.00,0,0,3,3,4,0,14,330,400,15,3/23,26.66,7.27,22,0,0
2018,Ravichandran Ashwin,14,1,102,45,12.75,71,143.66,0,0,7,5,5,0,14,304,410,10,2/18,41,8.09,30.4,0,0
2016,Ravichandran Ashwin,14,4,41,29,20.50,38,107.89,0,0,3,1,3,0,14,264,319,10,4/34,31.9,7.25,26.4,1,0
2015,Ravichandran Ashwin,14,3,52,23,17.33,32,162.50,0,0,6,1,3,0,14,234,228,10,2/5,22.8,5.84,23.4,0,0
2014,Ravichandran Ashwin,16,3,45,14,15.00,45,100.00,0,0,4,0,1,0,16,359,437,16,3/30,27.31,7.3,22.43,0,0
2013,Ravichandran Ashwin,18,1,35,11*,8.75,49,71.42,0,0,4,0,4,0,18,348,390,15,2/18,26,6.72,23.2,0,0
2012,Ravichandran Ashwin,19,2,18,8,6.00,15,120.00,0,0,2,0,5,0,19,395,432,14,3/24,30.85,6.56,28.21,0,0
2011,Ravichandran Ashwin,16,0,2,2,1.00,6,33.33,0,0,0,0,4,0,16,378,388,20,3/16,19.4,6.15,18.9,0,0
2010,Ravichandran Ashwin,12,2,30,11*,7.50,40,75.00,0,0,2,0,1,0,12,288,293,13,3/16,22.53,6.1,22.15,0,0
2009,Ravichandran Ashwin,2,0,8,8,8.00,15,53.33,0,0,1,0,2,0,2,24,13,2,2/13,6.5,3.25,12,0,0
No stats,Tanush Kotian,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
No stats,Abid Mushtaq,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024,Avesh Khan,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,21,0,0/21,0,7,0,0,0
2023,Avesh Khan,9,1,0,0*,0,1,0.00,0,0,0,0,2,0,9,174,283,8,3/25,35.38,9.76,21.75,0,0
2022,Avesh Khan,13,3,22,12,22.00,13,169.23,0,0,0,3,2,0,13,286,416,18,4/24,23.11,8.73,15.89,1,0
2021,Avesh Khan,16,1,5,5*,0.00,3,166.66,0,0,1,0,1,0,16,366,450,24,3/13,18.75,7.37,15.25,0,0
2020,Avesh Khan,1,0,0,0,0.00,0,0.00,0,0,0,0,0,0,1,24,42,0,0/42,0,10.5,0,0,0
2019,Avesh Khan,1,1,4,4*,0.00,3,133.33,0,0,1,0,1,0,1,18,30,0,0/30,0,10,0,0,0
2018,Avesh Khan,6,0,0,0,0.00,0,0.00,0,0,0,0,3,0,6,114,204,4,2/29,51.00,10.73,28.50,0,0
2017,Avesh Khan,1,0,0,0,0.00,0,0.00,0,0,0,0,0,0,1,24,23,1,1/23,23.00,5.75,24.00,0,0
2023,Kuldeep Sen,2,0,0,0,0,0,0,0,0,0,0,0,0,2,18,28,0,0/8,0,9.33,0,0,0
2022,Kuldeep Sen,7,1,0,0*,0,3,0.00,0,0,0,0,3,0,7,151,237,8,4/20,29.63,9.42,18.88,1,0
2023,Navdeep Saini,2,0,0,0,0,0,0,0,0,0,0,0,0,2,36,74,3,3/40,24.67,12.33,12.00,0,0
2022,Navdeep Saini,2,0,2,2,2.00,2,100.00,0,0,0,0,2,0,2,36,72,3,2/36,24.00,12,12.00,0,0
2021,Navdeep Saini,2,0,2,2,2.00,4,50.00,0,0,0,0,1,0,2,24,52,0,0/25,0,13,0,0,0
2020,Navdeep Saini,13,2,27,12*,27.00,27,100.00,0,0,3,0,2,0,13,274,379,6,2/25,63.16,8.29,45.66,0,0
2019,Navdeep Saini,13,1,2,2,2.00,4,50.00,0,0,0,0,3,0,13,288,397,11,2/24,36.09,8.27,26.18,0,0
2022,Prasidh Krishna,17,2,6,4*,6,12,50,0,0,0,0,2,0,17,399,551,19,3/22,29,8.29,21,0,0
2021,Prasidh Krishna,10,1,0,0*,0,1,0,0,0,0,0,3,0,10,231,351,12,3/30,29.25,9.11,19.25,0,0
2020,Prasidh Krishna,6,2,2,2*,0,4,50,0,0,0,0,1,0,6,105,164,4,3/29,41,9.37,26.25,0,0
2019,Prasidh Krishna,11,0,0,0*,0,2,0,0,0,0,0,2,0,11,242,377,4,1/22,94.25,9.34,60.5,0,0
2018,Prasidh Krishna,7,2,1,1*,0,5,20,0,0,0,0,1,0,7,168,260,10,4/30,26,9.28,16.8,1,0
2024,Sandeep Sharma,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,22,1,1/22,22,7.33,18,0,0
2023,Sandeep Sharma,12,2,2,2*,0,6,33.33,0,0,0,0,4,0,12,276,396,10,2/25,39.6,8.61,27.6,0,0
2022,Sandeep Sharma,5,0,0,0,0,0,0,0,0,0,0,2,0,5,120,153,2,1/18,76.5,7.65,60,0,0
2021,Sandeep Sharma,7,1,8,8*,8.00,7,114.28,0,0,1,0,1,0,7,141,203,3,1/20,67.66,8.63,47,0,0
2020,Sandeep Sharma,13,3,12,9,6.00,15,80.00,0,0,1,0,0,0,13,312,374,14,3/34,26.71,7.19,22.28,0,0
2019,Sandeep Sharma,11,2,6,5*,0.00,3,200.00,0,0,1,0,1,0,11,256,352,12,3/19,29.33,8.25,21.33,0,0
2018,Sandeep Sharma,12,1,0,0*,0.00,4,0.00,0,0,0,0,2,0,12,264,333,12,2/17,27.75,7.56,22,0,0
2017,Sandeep Sharma,13,4,7,5*,0.00,6,116.66,0,0,0,0,3,0,13,288,398,17,4/20,23.41,8.29,16.94,1,0
2016,Sandeep Sharma,14,4,8,5*,0.00,9,88.88,0,0,0,0,2,0,14,300,366,15,2/11,24.4,7.32,20,0,0
2015,Sandeep Sharma,14,2,9,7,9.00,14,64.28,0,0,1,0,2,0,14,300,350,13,4/25,26.92,7,23.07,1,0
2014,Sandeep Sharma,11,1,2,2*,0.00,5,40.00,0,0,0,0,1,0,11,241,354,18,3/15,19.66,8.81,13.38,0,0
2013,Sandeep Sharma,4,1,0,0,0.00,0,0.00,0,0,0,0,0,0,4,96,119,8,3/21,14.87,7.43,12,0,0
2024,Trent Boult,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,35,2,2/35,17.5,8.75,12,0,0
2023,Trent Boult,10,3,16,15,16.00,14,114.29,0,0,1,1,5,0,10,228,312,13,3/29,24,8.21,17.54,0,0
2022,Trent Boult,16,6,40,17*,20.00,29,137.93,0,0,2,1,2,0,16,372,492,16,2/18,30.75,7.94,23.25,0,0
2021,Trent Boult,14,4,1,1*,0.00,4,25.00,0,0,0,0,5,0,14,308,406,13,3/28,31.23,7.9,23.69,0,0
2020,Trent Boult,15,0,0,0*,0.00,1,0.00,0,0,0,0,4,0,15,344,457,25,4/18,18.28,7.97,13.76,1,0
2019,Trent Boult,5,2,7,6,7.00,4,175.00,0,0,0,1,2,0,5,114,163,5,2/27,32.6,8.57,22.8,0,0
2018,Trent Boult,14,0,0,0*,0.00,2,0.00,0,0,0,0,9,0,14,316,466,18,2/20,25.88,8.84,17.55,0,0
2017,Trent Boult,6,1,5,5*,0.00,8,62.50,0,0,0,0,0,0,6,143,216,5,2/30,43.2,9.06,28.6,0,0
2016,Trent Boult,1,0,0,0,0.00,0,0.00,0,0,0,0,1,0,1,24,39,1,1/39,39,9.75,24,0,0
2015,Trent Boult,7,0,0,0,0.00,0,0.00,0,0,0,0,2,0,7,168,236,9,3/19,26.22,8.42,18.66,0,0
2024,Yuzvendra Chahal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,25,1,1/25,25.00,8.33,18.00,0,0
2023,Yuzvendra Chahal,14,0,0,0,0,0,0,0,0,0,0,1,0,14,317,432,21,4/17,20.57,8.18,15.10,3,0
2022,Yuzvendra Chahal,17,1,5,5,5.00,8,62.50,0,0,0,0,0,0,17,408,527,27,5/40,19.52,7.75,15.11,1,1
2021,Yuzvendra Chahal,15,2,10,8*,0.00,27,37.03,0,0,0,0,4,0,15,318,374,18,3/11,20.77,7.05,17.66,0,0
2020,Yuzvendra Chahal,15,1,1,1,1.00,3,33.33,0,0,0,0,1,0,15,343,405,21,3/18,19.28,7.08,16.33,0,0
2019,Yuzvendra Chahal,14,1,6,4,3.00,16,37.50,0,0,0,0,3,0,14,296,386,18,4/38,21.44,7.82,16.44,1,0
2018,Yuzvendra Chahal,14,1,0,0*,0.00,4,0.00,0,0,0,0,2,0,14,300,363,12,2/22,30.25,7.26,25.00,0,0
2017,Yuzvendra Chahal,13,3,13,4*,4.33,26,50.00,0,0,0,0,3,0,13,261,333,14,3/16,23.78,7.65,18.64,0,0
2016,Yuzvendra Chahal,13,0,0,0,0.00,0,0.00,0,0,0,0,4,0,13,295,401,21,4/25,19.09,8.15,14.04,1,0
2015,Yuzvendra Chahal,15,2,1,1*,0.00,1,100.00,0,0,0,0,4,0,15,281,415,23,3/40,18.04,8.86,12.21,0,0
2014,Yuzvendra Chahal,14,2,1,1*,0.00,1,100.00,0,0,0,0,3,0,14,330,386,12,2/17,32.16,7.01,27.50,0,0
2013,Yuzvendra Chahal,1,0,0,0,0.00,0,0.00,0,0,0,0,0,0,1,24,34,0,0/34,0,8.5,0,0,0
2017,Adam Zampa,6,0,5,5,5,7,71.42,0,0,1,0,0,0,6,119,163,7,2/22,23.28,8.21,17,0,0
2016,Adam Zampa,5,0,0,0*,0,1,0,0,0,0,0,0,0,5,102,115,12,6/19,9.58,6.76,8.5,0,1
2020,Adam Zampa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,92,2,1/12,46,8.36,33,0,0
2024,Nandre Burger,1,0,0,0,0,0,0,0,0,0,0,1,0,1,18,30,1,1/30,30,10,18,0,0
2024,Faf du Plessis,2,0,38,35,19,30,126.67,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0
2023,Faf du Plessis,14,1,730,84,56.15,475,153.68,0,8,60,36,3,0,14,0,0,0,0,0,0,0,0,0
2022,Faf du Plessis,16,1,468,96,31.2,367,127.52,0,3,49,13,4,0,16,0,0,0,0,0,0,0,0,0
2021,Faf du Plessis,16,2,633,95*,45.21,458,138.2,0,6,60,23,12,0,16,0,0,0,0,0,0,0,0,0
2020,Faf du Plessis,13,2,449,87*,40.81,319,140.75,0,4,42,14,12,0,13,0,0,0,0,0,0,0,0,0
2019,Faf du Plessis,12,1,396,96,36,321,123.36,0,3,36,15,12,0,12,0,0,0,0,0,0,0,0,0
2018,Faf du Plessis,6,1,162,67*,32.4,129,125.58,0,1,17,6,1,0,6,0,0,0,0,0,0,0,0,0
2017,Faf du Plessis,2,0,8,8,8,7,114.28,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2016,Faf du Plessis,6,0,206,69,34.33,162,127.16,0,2,17,9,4,0,6,0,0,0,0,0,0,0,0,0
2015,Faf du Plessis,17,2,380,55,29.23,304,125,0,1,37,5,8,0,17,0,0,0,0,0,0,0,0,0
2014,Faf du Plessis,15,1,303,54*,27.54,235,128.93,0,2,26,7,13,0,15,0,0,0,0,0,0,0,0,0
2012,Faf du Plessis,13,0,398,73,33.16,304,130.92,0,3,29,17,4,0,13,6,16,0,0/16,0,16.00,0,0,0
2024,Rajat Patidar,2,0,18,18,9,21,85.71,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0
2022,Rajat Patidar,8,1,333,112*,55.5,218,152.75,1,2,27,18,4,0,8,0,0,0,0,0,0,0,0,0
2021,Rajat Patidar,4,0,71,31,17.75,62,114.51,0,0,3,3,1,0,4,0,0,0,0,0,0,0,0,0
2024,Virat Kohli,2,0,98,77,49,69,142.03,0,1,11,3,2,0,2,0,0,0,0,0,0,0,0,0
2023,Virat Kohli,14,2,639,101*,53.25,457,139.82,2,6,65,16,13,0,14,0,0,0,0,0,0,0,0,0
2022,Virat Kohli,16,1,341,73,22.73,294,115.99,0,2,32,8,9,0,16,0,0,0,0,0,0,0,0,0
2021,Virat Kohli,15,1,405,72*,28.92,339,119.46,0,3,43,9,8,0,15,0,0,0,0,0,0,0,0,0
2020,Virat Kohli,15,4,466,90*,42.36,384,121.35,0,3,23,11,3,0,15,0,0,0,0,0,0,0,0,0
2019,Virat Kohli,14,0,464,100,33.14,328,141.46,1,2,46,13,5,0,14,0,0,0,0,0,0,0,0,0
2018,Virat Kohli,14,3,530,92*,48.18,381,139.1,0,4,52,18,8,0,14,0,0,0,0,0,0,0,0,0
2017,Virat Kohli,10,0,308,64,30.8,252,122.22,0,4,23,11,6,0,10,0,0,0,0,0,0,0,0,0
2016,Virat Kohli,16,4,973,113,81.08,640,152.03,4,7,83,38,6,0,16,6,13,0,0/13,0,13.00,0,0,0
2015,Virat Kohli,16,5,505,82*,45.9,386,130.82,0,3,35,23,7,0,16,11,10,0,0/4,0,5.45,0,0,0
2014,Virat Kohli,14,1,359,73,27.61,294,122.1,0,2,23,16,7,0,14,0,0,0,0,0,0,0,0,0
2013,Virat Kohli,16,2,634,99,45.28,457,138.73,0,6,64,22,7,0,16,0,0,0,0,0,0,0,0,0
2012,Virat Kohli,16,2,364,73*,28,326,111.65,0,2,33,9,7,0,16,18,49,0,0/13,0,16.33,0,0,0
2011,Virat Kohli,16,4,557,71,46.41,460,121.08,0,4,55,16,7,0,16,102,139,2,1/8,69.50,8.17,51.00,0,0
2010,Virat Kohli,16,2,307,58,27.9,212,144.81,0,1,26,12,3,0,16,32,50,0,0/1,0,9.37,0,0,0
2009,Virat Kohli,16,2,246,50,22.36,219,112.32,0,1,22,8,9,0,16,36,46,0,0/9,0,7.66,0,0,0
2008,Virat Kohli,13,1,165,38,15,157,105.09,0,0,18,4,2,0,13,46,61,2,2/25,30.50,7.95,23.00,0,0
2024,Anuj Rawat,2,0,59,48,29.5,39,151.28,0,0,5,3,4,0,2,0,0,0,0,0,0,0,0,0
2023,Anuj Rawat,9,4,91,29*,30.33,71,128.17,0,0,6,4,3,0,9,0,0,0,0,0,0,0,0,0
2022,Anuj Rawat,8,0,129,66,16.13,118,109.32,0,1,10,7,6,0,8,0,0,0,0,0,0,0,0,0
2021,Anuj Rawat,2,0,0,0*,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
2024,Dinesh Karthik,2,2,66,38*,0,36,183.33,0,0,6,4,0,0,2,0,0,0,0,0,0,0,0,0
2023,Dinesh Karthik,13,1,140,30,11.67,104,134.62,0,0,13,5,8,2,13,0,0,0,0,0,0,0,0,0
2022,Dinesh Karthik,16,10,330,66*,55.00,180,183.33,0,1,27,22,10,2,16,0,0,0,0,0,0,0,0,0
2021,Dinesh Karthik,17,5,223,40,22.30,170,131.17,0,0,22,7,5,2,17,0,0,0,0,0,0,0,0,0
2020,Dinesh Karthik,14,2,169,58,14.08,134,126.11,0,1,20,4,9,0,14,0,0,0,0,0,0,0,0,0
2019,Dinesh Karthik,14,5,253,97*,31.62,173,146.24,0,2,22,14,7,0,14,0,0,0,0,0,0,0,0,0
2018,Dinesh Karthik,16,6,498,52,49.80,337,147.77,0,2,49,16,14,4,16,0,0,0,0,0,0,0,0,0
2017,Dinesh Karthik,14,3,361,65,36.10,259,139.38,0,2,30,11,8,0,14,0,0,0,0,0,0,0,0,0
2016,Dinesh Karthik,16,2,335,53,25.76,266,125.93,0,3,38,3,11,3,16,0,0,0,0,0,0,0,0,0
2015,Dinesh Karthik,16,0,141,28,12.81,117,120.51,0,0,15,4,14,4,16,0,0,0,0,0,0,0,0,0
2014,Dinesh Karthik,14,0,325,69,23.21,258,125.96,0,3,28,11,7,2,14,0,0,0,0,0,0,0,0,0
2013,Dinesh Karthik,19,1,510,86,28.33,411,124.08,0,2,54,14,12,2,19,0,0,0,0,0,0,0,0,0
2012,Dinesh Karthik,17,1,238,44,18.30,213,111.73,0,0,30,2,5,2,17,0,0,0,0,0,0,0,0,0
2011,Dinesh Karthik,14,2,282,69,25.63,220,128.18,0,1,32,7,7,0,14,0,0,0,0,0,0,0,0,0
2010,Dinesh Karthik,14,1,278,69,21.38,237,117.29,0,1,26,6,6,6,14,0,0,0,0,0,0,0,0,0
2009,Dinesh Karthik,15,5,288,52,36.00,217,132.72,0,1,20,9,12,5,15,0,0,0,0,0,0,0,0,0
2008,Dinesh Karthik,13,2,145,56*,24.16,107,135.51,0,1,13,4,6,2,13,0,0,0,0,0,0,0,0,0
2023,Suyash S Prabhudessai,5,0,35,19,8.75,29,120.69,0,0,1,2,5,0,5,0,0,0,0,0,0,0,0,0
2022,Suyash S Prabhudessai,5,0,67,34,13.4,59,113.56,0,0,7,2,5,0,5,0,0,0,0,0,0,0,0,0
No stats,Will Jacks,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
No stats,Saurav Chuahan,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024,Glenn Maxwell,2,0,3,3,1.5,6,50,0,0,0,0,1,0,2,24,36,2,2/29,18.00,9,12.00,0,0
2023,Glenn Maxwell,14,2,400,77,33.33,218,183.49,0,5,29,31,4,0,14,62,94,3,1/3,31.33,9.1,20.67,0,0
2022,Glenn Maxwell,13,2,301,55,27.36,178,169.1,0,1,31,15,5,0,13,144,165,6,2/22,27.50,6.88,24.00,0,0
2021,Glenn Maxwell,15,2,513,78,42.75,356,144.1,0,6,48,21,5,0,15,96,135,3,2/23,45.00,8.43,32.00,0,0
2020,Glenn Maxwell,13,4,108,32,15.42,106,101.88,0,0,9,0,4,0,13,126,169,3,1/10,56.33,8.04,42.00,0,0
2018,Glenn Maxwell,12,0,169,47,14.08,120,140.83,0,0,14,9,4,0,12,96,132,5,2/22,26.40,8.25,19.20,0,0
2017,Glenn Maxwell,14,3,310,47,31,179,173.18,0,0,19,26,7,0,14,114,125,7,2/15,17.85,6.57,16.28,0,0
2016,Glenn Maxwell,11,2,179,68,19.88,124,144.35,0,2,14,8,3,0,11,54,80,0,0/3,0,8.88,0,0,0
2015,Glenn Maxwell,11,0,145,43,13.18,112,129.46,0,0,13,8,2,0,11,60,97,2,1/5,48.50,9.7,30.00,0,0
2014,Glenn Maxwell,16,0,552,95,34.5,294,187.75,0,4,48,36,9,0,16,66,132,1,1/21,132.00,12,66.00,0,0
2013,Glenn Maxwell,3,1,36,23,18,27,133.33,0,0,1,4,1,0,3,12,23,0,0/5,0,11.5,0,0,0
2012,Glenn Maxwell,2,1,6,3*,6,11,54.54,0,0,0,0,0,0,2,18,22,1,1/10,22.00,7.33,18.00,0,0
2024,Mahipal Lomror,1,1,17,17*,0,8,212.5,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
2023,Mahipal Lomror,12,2,135,54*,16.88,97,139.18,0,1,9,8,4,0,12,12,17,0,0/4,0,8.50,0,0,0
2022,Mahipal Lomror,7,0,86,42,17.20,57,150.88,0,0,7,4,2,0,7,12,18,0,0/7,0,9.00,0,0,0
2021,Mahipal Lomror,4,1,94,43,31.33,73,128.76,0,0,3,6,0,0,4,42,47,1,1/22,47.00,6.71,42.00,0,0
2020,Mahipal Lomror,3,0,59,47,19.66,54,109.25,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0
2019,Mahipal Lomror,2,0,8,8,8.00,3,266.66,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0
2018,Mahipal Lomror,2,1,20,11,20.00,21,95.23,0,0,1,0,0,0,2,18,27,0,0/8,0,9.00,0,0,0
2024,Karn Sharma,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,24,1,1/24,24.00,12,12.00,0,0
2023,Karn Sharma,7,0,3,2,1.50,5,60.00,0,0,0,0,0,0,7,129,223,10,2/19,22.30,10.37,12.90,0,0
2020,Karn Sharma,5,0,0,0,0.00,0,0.00,0,0,0,0,0,0,5,114,165,5,2/25,33.00,8.68,22.80,0,0
2019,Karn Sharma,1,0,0,0,0.00,0,0.00,0,0,0,0,0,0,1,17,33,1,1/33,33.00,11.64,17.00,0,0
2018,Karn Sharma,6,1,0,0,0.00,0,0.00,0,0,0,0,3,0,6,57,89,4,2/13,22.25,9.36,14.25,0,0
2017,Karn Sharma,9,0,49,19,8.16,41,119.51,0,0,5,2,3,0,9,184,214,13,4/16,16.46,6.97,14.15,1,0
2016,Karn Sharma,5,3,36,26*,0.00,30,120.00,0,0,3,1,0,0,5,98,171,0,0/24,0,10.46,0,0,0
2015,Karn Sharma,14,3,104,32,17.33,85,122.35,0,0,3,6,4,0,14,239,332,10,2/12,33.20,8.33,23.90,0,0
2014,Karn Sharma,14,4,42,17*,10.50,29,144.82,0,0,1,3,0,0,14,304,376,15,4/38,25.06,7.42,20.26,1,0
2013,Karn Sharma,13,3,85,39*,21.25,86,98.83,0,0,6,2,4,0,13,209,230,11,2/19,20.90,6.6,19.00,0,0
2009,Karn Sharma,1,1,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Cameron Green,2,0,21,18,10.5,27,77.78,0,0,1,0,1,0,2,30,46,2,2/27,23,9.2,15,0,0
2023,Cameron Green,16,7,452,100*,50.22,282,160.28,1,2,40,22,5,0,16,228,361,6,2/41,60.17,9.5,38,0,0
2023,Swapnil Singh,2,1,2,2*,0,4,50,0,0,0,0,0,0,2,12,18,0,0/7,0,9,0,0,0
2024,Mayank Dagar,2,0,0,0,0,0,0,0,0,0,0,0,0,2,30,40,0,0/6,0,8,0,0,0
2023,Mayank Dagar,3,0,0,0,0,0,0,0,0,0,0,0,0,3,66,83,1,1/37,83.00,7.55,66.00,0,0
No stats,Manoj Bhandage,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2023,Akash Deep,2,0,17,17,17,8,212.5,0,0,2,1,1,0,2,30,59,1,1/29,59,11.8,30,0,0
2022,Akash Deep,5,0,0,0,0,2,0,0,0,0,0,2,0,5,113,205,5,3/45,41,10.88,22.6,0,0
2024,Alzarri Joseph,2,0,0,0,0,0,0,0,0,0,0,0,0,2,46,81,1,1/43,81,10.57,46,0,0
2023,Alzarri Joseph,7,2,7,7*,0,12,58.33,0,0,1,0,2,0,7,144,225,7,2/27,32.14,9.38,20.57,0,0
2022,Alzarri Joseph,9,2,5,4*,5.00,7,71.43,0,0,0,0,1,0,9,180,264,7,2/34,37.71,8.8,25.71,0,0
